,clean_text,Party,Textblob_Sentiments,Emotions
536,seriously. one of the worst campaigns by the liberals and the ndp,liberals,-0.6666666666666666,Negative
537,"that is pretty much how it is. the liberals and ndp split the majority of left of centre voters while the cons with doug frod say ""fuck you very much"" and get a goddamn majority with about 40% of the votes cast.",liberals,0.062,Positive
538,congrats to both the ndp and the liberals for losing the prisoner dilemma,liberals,0.0,Neutral
539,w albeit he folded like a lawn chair to trudeaus tyranny canada needs to rid the country of liberals and liberal supporters aka the ndp,liberals,0.0,Neutral
540,god it really felt like ndp and liberals ran nothing. literally nothing.,liberals,0.2,Positive
541,"appalled by the apathetic campaigns run by both the liberals and ndp, who provided an incompetent and negligent incumbent the exact recipe to win a majority, despite being despised by more voters. #onpoli",liberals,0.08000000000000003,Positive
542,ndp decided to attack the liberals and split the vote again,liberals,0.0,Neutral
543,"i read through all party platforms (well, liberals, greens, and ndp, because pc did not have one), there is so much i love about the ndp and green platforms. maybe it is time for those two parties to merge. their combined polling numbers would have beat pcs in quite a few ridings.",ndp,0.03333333333333333,Positive
544,"the ontario liberals and ndp keep making the same mistake the federal conservatives do. instead of selecting a leader who appeases the base of voters you are going to get no matter what, why do not you choose a leader who can captivate the swing voter? #onpoli",liberals,-0.4,Negative
545,tories blew everyone else out of the water; ndp and liberals both lost seats; liberal leader lost his own formerly safe seat.,liberals,0.55,Positive
546,most of my anger is directed towards #ndp and #liberals steven del duca for not coming together for the greater good!,liberals,0.29375,Positive
547,"the ontario liberals and ndp ran amazingly awful campaigns. horrifically underwhelming. both leaders need to go. and for the love of god hope for someone charismatic, compassionate, and motivated.",liberals,0.0,Neutral
548,the people are done with the liberals and the ndp! federal and provincial! just wait for the rest of the country to show their displeasure!,liberals,0.0,Neutral
549,"next time we screw the ndp and the liberals and we all vote green, agreed? #onpoli #ontarioelection2022 #ontariovotes",liberals,-0.1,Negative
550,"then you are delusional. it is been clear from the start that if the liberals and ndp would not work together, ford would get a majority again.",liberals,0.1,Positive
551,liberal twitter said they were the only ones to take down ford. they managed to take a couple ndp seats and help ford to take a few more and they are running in third place. now where are all those rude liberals pissed when i said the strategic vote is not l everywhere?,liberals,-0.02592592592592594,Negative
552,"clearly the liberals and the ndp have failed to put forward an appealing alternative to voters. 4 more years of ford, what else can i say but...",liberals,0.15,Positive
553,"there wo no better option, as bad as ford is he is miles better than ndp or liberals, look atbthe destruction from the liberals federal, and the ndp federal are trash so provincially they had no chance.",liberals,-0.1499999999999999,Negative
554,results of #ontarioelection have come out! liberals and ndp’s hand shake at the federal level made this conservative win a landslide victory. don’t forget that 2021 election costed we canadians $600m. for what?,liberals,0.8,Positive
555,how frightening are the liberals and the ndp as an alternative when life-long progressives/libertarians voted for mr. cheesecake today 🤣🤣✌️#ontarioelection2022,liberals,-0.5,Negative
556,liberals and ndp must combine.,liberals,0.0,Neutral
557,"how hard is this? every election since i was old enough to remember, the liberals hold the specter of the cons over our head to make everybody on the left vote liberal. and then twice only the liberals have come into an election in the basement, and they just...won't vote ndp",liberals,-0.03833333333333334,Negative
558,huge pc majority in #ontarioelection. they are adding about 15 seats. ndp losing many strongholds. horwath will resign #onpoli delduca lost his own riding by thousands of votes. only good news is ontario liberals will add a couple seats and get official party status. pretty sad.,liberals,0.2785714285714286,Positive
559,"translation: sogi 123 = groomer 123. the bc ndp are bad on this but so are the bc liberals. amongst the political establishment in bc there is unanimous support for groomer curriculum and surgical interventions, yuck. all in the name of “pride” and “inclusion” of course!",liberals,-0.3499999999999999,Negative
560,i honestly do not know why you would. this was never in doubt from the start. liberals and ndp were taking shots at each other the entire time. there was no desire to work together to prevent this. i am more angry at andrea than anyone else.,liberals,-0.08499999999999999,Negative
561,"#ontariovotes the liberal/ndp meltdown has begun. i’m not a conservative, but sweet jesus; people really need to stop saying this is the “end of days” and other such hyperbole. the ndp and liberals need to elect new leaders 100% people haven’t forgot the liberal waste years.",liberals,0.1659090909090909,Positive
562,when are the liberals and ndp going to learn and just bring the left together under one party. makes no sense 60% of the vote goes left and the right wins a majority,liberals,0.1464285714285714,Positive
563,"of course, the ndp and liberals did nothing to convince people to run to the polls. and the pcs knew that if voter turnout was low they’d win. what an awful few years we’re in for.",liberals,-0.09999999999999999,Negative
564,"maybe now the ego-driven refusal to cooperate by the ontario ndp and liberals can be set aside, along with both leaders, and these two parties can come together to stop the destruction of our largest province by a former drug dealer whose only motivation is enriching his friends.",liberals,0.0,Neutral
565,my anti-doug ford bona fides are well established. i am big enough to say there was not an option for a face under that rim that was not groan-worthy for the ontario electorate. the liberals and ndp need to own and fix their failure here. #onpoli #ontarioelection #onelxn #onelxn22,liberals,0.07083333333333332,Positive
566,"shit, maybe i should have voted ndp instead :/ welp, that is the first and last time i try doing my research to ""strategically vote"" smh (granted this ward has never been a toss up/free grab for pc in the past, it is always been ndp vs liberals) #onpoli #onelxn",ndp,-0.09,Negative
567,incumbent pc candidate ross romano is leading in that riding with 47.4 per cent of the vote. sayers is in fourth place behind the liberals and ndp with 4.1 per cent of the vote. #onpoli #onelxn,other_election_topics,-0.2,Negative
568,can we just get rid of the liberals and ndp? i’m good with green getting a shot to consolidate the left.,liberals,0.1666666666666667,Positive
569,is it possible that if the liberals and ndp were to join forces we would never ever ever see the likes of doug ford ever again? i can’t fucking well believe that progressives allowed this to happen. so fucking mad!,liberals,-0.4604166666666667,Negative
570,"agree, but i think the liberals and ndp should examine exactly how they lost on even worse platforms.",liberals,-0.07500000000000001,Negative
571,both the ontario liberals and ontario ndp will be seeking new leaders.,liberals,0.1363636363636364,Positive
572,"they have called it, liberals and ndp seem to be doing *worse* than last time. how?",liberals,-0.2,Negative
573,if this election doesn’t prove to you an every msm journalist that the vast majority of ppl want nothing to do with how bat shit crazy the liberals and ndp have gone with their woke sjw way of life than nothing will,liberals,-0.2666666666666667,Negative
574,"this is an interesting riding result so far. since its creation, it has only been held by the liberals and ndp. it was first held by liberal, and former deputy premier, dwight duncan, and then by ndp mpp percy hatfield. #ontarioelection2022 #onpoli",liberals,0.17,Positive
575,"when you want to defeat the incumbent, you need to do more than say you do not like him the ndp ran on ""we do not like him"" and was an invisible opposition for the past 4 years liberals were unable to get any traction",liberals,-0.08333333333333333,Negative
576,i agree. i drive uber and elder white people spoke on it briefly and a few did liberals can never be in power again so the vote splits to pc or ndp,liberals,-0.06666666666666667,Negative
577,#breaking … and progressive conservatives form majority government; and ndp form the official opposition; wins his seat at qp; could lose his seat again … liberals so far have 9 seats (2 more than in 2018),liberals,0.3,Positive
578,i would never again vote liberal. was never stupid enough to ndp. and unfortunately i didn’t vote conservative either (they’re just as bad as liberals). time to move away from the establishment and get new parties in.,liberals,-0.1327272727272727,Negative
579,liberals fell off hard so ndp was the obvious best choice in this election. ontario had one job and failed...,liberals,0.05208333333333331,Positive
580,looks like cons secure the majority even if liberals and ndp teamed up. they are so far ahead,liberals,0.25,Positive
581,devastated… what the f**k is wrong with people? the con voters are clearly too stupid to know what they’re doing…i blame the ndp and liberals for not working together. #onpoli,liberals,-0.4,Negative
582,"unless the ontario liberals and ndp do what all the albertan right-wing parties did and combine, we will endlessly be stuck under right-wing rule. no centrist will ever motivate the politically unengaged to cast a vote and most people believe the lies the right tells about the ndp.",ndp,0.1651785714285714,Positive
583,cbc has already called the election. the numbers are devastating for the liberals and ndp ndp is losing seats,ndp,-1.0,Negative
584,"doug should have been easy to beat. the liberals and ndp need new, actual leadership.",liberals,0.1898989898989899,Positive
585,"apparently, your opinion is not how most voters feel. the liberals and the ndp put up a pathetic campaign.",liberals,-0.15,Negative
586,voters in ontario didn’t want liberals and ndp to form a coalition like what happened with federal liberals and ndp.,liberals,0.0,Neutral
587,"the pc's will not reform the electoral system. the liberals will not either. the ndp might if they ever won, but they have built a coalition that can only win second place. the system is what it is. the opposition parties need to get leaders and messages that can win in today's world.",liberals,0.4,Positive
588,ndp have historically been a protest vote and the one shot they had in the late 80s rae destroyed them. this is on the liberals for electing del duca in the first place who was (is) so tied to wynne. they had a chance to break free from that era and did not and elected this...#sad,liberals,0.08750000000000001,Positive
589,"despite all these complains people""did"" voted for him? that should say about the liberals and ndp",liberals,0.0,Neutral
590,"time for the liberals and ndp leaders in ontario to resign. horwath has had her chances while del duca could not hit water if he fell out of a boat. as for doug ford, well, based on covid mismangement peek-a-boo campaign, was not my choice. but i voted...and proud that i did.",liberals,0.8,Positive
591,"there are definitely gaps like this too. in my area it was the same, you’d see a few lawn signs here and there, but minimal campaigning from the liberals or ndp (non existent in my riding). sad.",liberals,-0.16,Negative
592,"as i said, ""liberals and ndp, did not have a chance. the others were not even in the running. pc are going to win. hopefully with a minority but not hopeful that will happen. ndp and liberals did not have a viable leader"".",liberals,0.8,Positive
593,"overall, but remember the liberals got pasted so badly last time they lost official party status. polls had ndp and libs neck and neck for opposition, but so far ndp are crushing them. people really underestimate the damage wynne did to the liberals.",liberals,0.14,Positive
594,"this election is going so similarly to the 2018 one. in the end, the ndp will have fewer seats and the liberals will probably barely squeak into official party status, but there is nothing shocking here tonight. #onelxn #ontarioelection",liberals,-0.3166666666666667,Negative
595,"not surprised, 4 more years of mr. ford. but the fact that the pc party could have more seats than what they previously had considering the overall past 4 years just shows how much the liberals and ndp dropped the ball in this election. #ontarioelection2022",liberals,0.1047619047619048,Positive
596,not surprising that doug ford and the ontario conservatives won another majority government the campaigns by the liberals and ndp will go down as the worst in modern politics #onpoli #cdnpoli,liberals,-0.3263888888888889,Negative
597,very disappointing news. ndp and liberals blew it.,liberals,-0.78,Negative
598,people didn’t want the coalition with the federal liberals and ndp that’s why people in ontario voted conservative too afraid that ndp and liberals would form a coalition.,liberals,-0.6,Negative
599,ontario ndp and liberals need new leaders for the next election. #ontarioelection2022,liberals,0.06818181818181818,Positive
600,now there is some applause from the dozens-deep crowd in hamilton at 's projection that the ontario ndp will return to official opposition. this averts disaster for the ndp and makes it a tough night already for the liberals and new leader steven del duca.,ndp,-0.1262626262626263,Negative
601,1. ndp and liberals are too similar of platform. no clear choice. 2. neither andrea nor steven are likable (and del duca is way behind in his riding lol) 3. they trust the devil they know over they do not and 4. all the parties suck. lol,liberals,0.275,Positive
602,liberals and ndp plans sucked.,liberals,0.0,Neutral
603,interesting to see ottawa centre called early with a big lead for the ndp. that is one of a number of seats where the competition between the liberals and ndp could go very differently at the provincial level than at the federal one.,ndp,0.15,Positive
604,of course. it was just selfish for to stay on as ndp leader after the party’s complete failure to gain any traction during the pandemic step aside immediately. and the liberals? lol.,liberals,0.02083333333333331,Positive
605,could not agree with you more. those who are complaining about the way the election played out should look at the lack of competent leadership options the liberals and ndp put out in this election.,liberals,0.5,Positive
606,so…four more years of this shit. honestly i blame the liberals and ndp who couldn’t be bothered to work together for the ~60% of ontario who voted for progress.,liberals,0.3,Positive
607,congratulations on destroying the province for 4 more years. i get that the liberals and ndp had uninspiring campaigns but is still fucking doug ford.,liberals,-0.09999999999999999,Negative
608,ontario ndp and liberals suck ass bro ong,liberals,0.0,Neutral
609,"this is alberta chances are that the ""class action lawsuit"" will target teachers, ndp and liberals is at the point no one will take wagers otherwise.",liberals,0.1,Positive
610,"pcs on track to win 82 seats, ndp hold official opposition (ctv calls it) and liberals stay below official party status.",liberals,0.8,Positive
611,"cbc calls another doug ford majority government within 20 minutes of the polls closing. may god have mercy on ontarians, and may we see new leadership from the liberals and the ndp four years from now. #onpoli #ontariovotes",liberals,0.1363636363636364,Positive
612,"not unexpected, but ford gets another majority. ndp official opposition and liberals are still decimated thanks to mcguinty/wynne.",liberals,0.07500000000000001,Positive
613,"i just don’t understand why the ndp is the only party that people say they won’t vote for again because they didn’t like when they formed government but it’s fine for the liberals and conservatives to have scandals, etc, lose and then win again.",liberals,0.4055555555555556,Positive
614,"63 seats are needed to win a majority government. early numbers show the pc's elected in 17 ridings, the ndp 2 and one each for the liberals and greens.",liberals,0.45,Positive
615,too bad the ndp and liberals didn’t form a coalition. the vote splitting caused this!,liberals,-0.8749999999999998,Negative
616,"ndp and liberals really needed to swallow their pride and combine for this election, that was their only hope",liberals,0.1,Positive
617,ontario re-elects an openly corrupt politician because people don’t care what conservatives do. ndp and liberals are held to higher standards by the media and public,liberals,-0.08333333333333333,Negative
618,"both the ontario liberals and ndp need to fire everyone immediately, starting with their comms teams. what a display of incompetence. learn to read the room, forget policy by polls. 🙄 #onpoli #ontarioelection2022",liberals,0.0,Neutral
619,they could not even make it a minority government? liberals and ndp really fumbled this so badly,liberals,-0.2499999999999999,Negative
620,the ndp and liberals have cost ontario so much over the past 3 years. weak opposition to one of the worst ontario governments in my lifetime and a lackluster at best campaign. hard to blame the 50% of people who sat this election out.,liberals,-0.1194444444444445,Negative
621,"ontario ndp are doing surprisingly well so far, they are even holding kingson and peterborough which i think were guaranteed to fall to the liberals or pcpo. it is still to early to call but cbc already called it a ford majority.",liberals,0.3,Positive
622,the ndp and liberals really gotta find someone to connect with ppl outside of the gta. my god.,liberals,0.1,Positive
623,"say bye bye to ohip, public schools, and say hello to surgeries performed at shoppers doug mart ndp and liberals cannot put aside their differences and they f-ed up this election. #ontariovotes",liberals,0.0,Neutral
624,that’s what happens when the opposition chooses not to point out shortcomings. every person in elder are that died of covid was on doug ford. selling out the green belt to his buddies for development. now all soft fruit will be imported. the liberals and ndp ran a non campaign.,liberals,-0.05,Negative
625,breaking: multiple reports have huron-bruce incumbent lisa thompson winning her re-election bid. the ndp and the liberals are battling for second.,liberals,0.1666666666666667,Positive
626,the ndp an liberals have gone bat shot crazy with their woke sjw agenda and the vast majority of ppl want nothing to do with that bullshit,liberals,-0.3,Negative
627,i am more interested to know how many seats will ndp gain and how many will be lost by liberals,liberals,0.4375,Positive
628,congratulations to on another win. this should prove to many that we don’t want or need liberals in ontario. and ndp? well let’s be honest they’ll never win.,liberals,0.375,Positive
629,"another 4 years of bullshit coming up. “wouldve happened with the othe-“ yeah here’s the thing, they’ve been in charge the last 4 years and it’s been shit. absolute abysmal work from ndp and liberals. letting this dumb shmuck fall ass backwards into a re-election.",liberals,-0.09375,Negative
630,"not that i like ford that much as he did not stand up for our rights, but it is much better than the ndp or liberals winning. wish that new blue picks up some seats, but the best tonight will be the lefties melting and losing it on twitter tonight. enjoy the entertainment.",liberals,0.3909090909090909,Positive
631,"doug ford's progressive conservatives are off to an early lead in ontario's provincial election. the tories are leading in 46 ridings, while the ndp have the lead in 18. the liberals are leading in seven ridings and the greens are leading in one. #ontarioelection",liberals,0.1,Positive
632,"good going liberals and ndp by attacking one another instead of focusing only on ford and refusing to come together, we have a hell of a 4 years coming",liberals,0.35,Positive
633,"so if ontario conservatives win tonight, will the ontario liberals and ontario ndp form a coalition to save ontarians 4 more years of this potential catastrophe? #onelxn #onpoli",liberals,0.4333333333333333,Positive
634,"what else did you expect when the ndp and liberals ran with forgettable, lame-duck leaders and unrealistic, not going to happen platforms?",liberals,-0.5,Negative
635,numbers are showing that that maybe just maybe the liberals and ndp should have tried to work together. instead they split the vote and screw each other. good work folks!,liberals,0.375,Positive
636,it was a straight up un-loseable election for the liberals ndp and it appears he’s gonna grow his majority. just a colossal failure. none of it unexpected,liberals,0.07083333333333333,Positive
637,"agreed, there are some great mlas like but i’m feeling disappointed with the party and leadership race. i chose not to renew my membership because of this. if and the sask liberals had a different name, i’d be looking to them. #skpoli",liberals,0.01666666666666668,Positive
638,wish the ndp and liberals weren’t so pathetic,liberals,-1.0,Negative
639,a very close race so far in beaches-east york between the liberals and ndp with 20 per cent of polls reporting.,liberals,0.15,Positive
640,more corruption in liberals and ndp.,liberals,0.5,Positive
641,"to the surprise of absolutely no one, the liberals and ndp fail to capitalize on the barely literate and his cronies last four years of destroying healthcare and education in ontario.",liberals,-0.15,Negative
642,imagine if the liberals swallowed their pride and supported the ndp,liberals,0.0,Neutral
643,they voted for him because the liberals and ndp have gone bat shit crazy,liberals,-0.4,Negative
644,only 10 minutes into the ontario election and the conservatives have received a win.. hopefully both your arses are out on your fannies as quick. liberals and ndp are done politically. thank god.,liberals,0.2833333333333333,Positive
645,"the liberals and the ndp shit the fucking bed here. zero identity, and student council level undeliverable policy promises. i was hoping for a minority, didnt care who.",liberals,-0.4,Negative
646,the liberals and ndp gave no reasons to vote for them. they fought ford and each other. that lowers voter turnout. we will probably have worst turnout ever.,liberals,-0.5625,Negative
647,ho ho ho while liberals and ndps cheating each other on conservatives from all walks of life went and vote! pc 46 ndp 18 lib 7 grn 1,liberals,-0.15625,Negative
648,"he was never going to loose. ndp were a terrible opposition, and the liberals chose a leader tied to the previous regime. it was always going to be easy to win.",liberals,-0.002051282051282044,Negative
649,#breakingnews #dougford wins ! it’s not that doug ford is that great it’s just the #liberals and #ndp suck ! and everyone is afraid to go off the board with the other parties…. #onpoli #ontarioelections #ontariovotes,liberals,0.1625,Positive
650,i would like to congratulate the ontario liberals and ndp on simply not trying. truly inspirational.,liberals,0.25,Positive
651,"it took just ten minutes for ontario to already be called for ford. ten…minutes. if he gets another majority, the liberals and ndp need a severe reckoning. #onpoli",liberals,0.0,Neutral
652,the liberals and ndp have to combine next election so the results are more reflective of the progressive policies that most ontarian’s believe. #ontarioelection2022,liberals,0.3333333333333333,Positive
653,it may not have been a good campaign but it was a smart campaign. ford and co. “outsmarted” the liberals and the ndp. 😏 ffs! 🤬,liberals,0.4839285714285714,Positive
654,"wanna preserve canadian culture, prevent outside interference, why are the leaders of both ndp and liberals taking orders from the wef? why is it that no one can ever answer a simple question in parliament?!",liberals,0.0,Neutral
655,"after the hell of bc liberals for close to 20 years and all the crap that they did with mount polley and everything else, you got a real nerve to blame this on the ndp. in short, you’re lying for political points.",liberals,-0.15,Negative
656,qualify for what? peanuts? sure will give their government billions to keep a were going on somewhere in this world. but the ukrainians are a bit more independent and not once rely on government handouts to survive. that is why the 'ndp/liberals' are not being so generous,liberals,0.3333333333333333,Positive
657,"if this is the case, i am going to be mega mad at the liberals and ndp for failing to produce a campaign to actually get people at the polls instead of sniping at each other.",liberals,-0.25,Negative
658,"provincially, students gave andrea horwath and the ndp a majority government with the liberals forming the official opposition",liberals,0.0,Neutral
659,unfortunately liberals and ndp will split the vote and pcs will reap the benefits.,liberals,-0.5,Negative
660,"oh, and hey , if the is so upset about the fact the cdb is not going to be sending money out to us this year....why did support the liberals to avoid a no confidence vote? why did the budget go past him with no provisions for it?",liberals,-0.25,Negative
661,"this is a really, and i mean really, bad take. the ndp should have dumped horwath two election cycles ago. held leadership and policy conventions to address their downward trajectory. instead they’re out there hustling for third place by bashing, wait for it… the liberals.",liberals,-0.2031249999999999,Negative
662,both the ndp and liberals ran horribly weak campaigns.,liberals,-0.375,Negative
663,ford is the worst choice without question but the progressive parties' leadership and strategy have been abysmal and they deserve to lose. progressives can only hope either the liberals or ndp select a competent leader that understands modern politics in the next five years.,liberals,-0.06,Negative
664,"the liberals and ndp need to fix this problem or else thos eill ways happen, the vote will be split.",liberals,0.0,Neutral
665,"riding to watch tonight? my own riding: chatham-kent--leamington, which may have a split vote on the right with 3 right wing parties, and only the ndp and greens contestings (liberals withdrew) #onpoli #onelxn",liberals,0.2928571428571428,Positive
666,"on the one hand, i agree. on the other, it is not like any party really laid out a compelling vision. doug ford wants to build highways and the liberals and ndp want to not be doug ford.",liberals,0.14375,Positive
667,can’t fix stupid voters …. the liberals drive ontario into the ground and the ndp would be worse. we need user fees in our healthcare system and better productivity out of the assets used within it!,liberals,-0.1916666666666667,Negative
668,"i think i have come to realize that the vote against dropping the flight restrictions for unvaccinated has nothing to do with truth, it is all politics, conservatives voting yes, so we the liberals/ndp will spite them and vote no!",other_election_topics,0.0,Neutral
669,"this is true, it was incumbent upon the ndp and liberals to give voters a reason to show up but they failed miserably. i am just hoping it is a minority government for the pc's.",liberals,-0.3833333333333333,Negative
670,"lol wrong that i’m okay with 4 more years of ford. and yeah if it’s a clear cut choice (like in oakville), i can’t blame you. but if it’s somewhere like etobicoke lakeshore, it’s gotta be ndp. it would’ve been cool if the liberals were running for something besides party status",liberals,0.2916666666666667,Positive
671,why don’t the ndp and liberals just amalgamate into one party since their policies are so similar? that would stop the vote split.,liberals,0.0,Neutral
672,"made the mistake of turning on the ctv (cp24) coverage. and immediately, some pundit is making the preposterous claim that the liberals and ndp are losing because they were insufficiently left wing.",liberals,0.0,Neutral
673,"when your choice is ford, delduca and howarth then this will happen. one was part of reason liberals won 6 seats, other has lost 4 elections yet leads ineffective ndp and then we have dougie boy, it’s a choice between 3 bad choices",liberals,-0.4124999999999999,Negative
674,the polls have not even closed yet and the talking heads from the liberals and ndp are explaining why they lost. unbelievable. good to see they have such faith in their party. #ontariovotes #onpoli,liberals,0.0875,Positive
675,why did #ontario liberals and ndp lie to you... #onpoli #ontariovotes #ontarioelection2022,liberals,0.0,Neutral
676,i think we only have to look at the federal level of liberals and ndp and people’s hesitation for more of the same makes voting for ford( whom i dislike immensely) make perfect sense. have a great evening all!,liberals,0.4166666666666667,Positive
677,"nope. he won't. the liberals and ndp spent most of the campaign sniping at each other instead of ford. huge mistake. the next 4 yrs will be ugly for many people in ontario. rich, white men excluded of course.",liberals,0.09444444444444446,Positive
678,"ian and carole, who declined to give their last names said they both voted for mcnaughton. ian says he supported ndp more than 10 years ago but says he didn’t like how the party was then “ working with the liberals.” he’s now a card-carrying pc member.",liberals,0.25,Positive
679,i agree. ndp will destroy the economy and liberals were a joke last round. so i guess it’s ford. there aren’t enough greens to win.,liberals,0.08,Positive
680,when i was young my father called me “his little communist”. i believed that we should be each others keeper. he said one day i would pay taxes my views would change. he was right. i moved from the ndp in my early twenties to the liberals in my early 30s and the pcs even since.,liberals,0.07964285714285715,Positive
681,"i would like to know what the ndp considers to be the poverty line in canada fed liberals defined it as &lt;$19k for canada, and at the highest in alberta at ~$20k it’s unrealistic",liberals,-0.5,Negative
682,"i am not going to lie, i was not able to tell the difference between the ndp and the liberals this election. #onelxn",liberals,-0.25,Negative
683,voted for ndp because we need change and the liberals did not get it done and ford definitely did not get it either!,liberals,0.0,Neutral
684,"hard to imagine a worse effort by the ndp liberals for this election. just a gaggle of entitled, lazy, feckless, unserious dipshits that want *proximity* to power but have less than zero true interest in actually running things, and less in doing the work it takes to get there.",liberals,-0.1321428571428571,Negative
685,: “it seems like everybody's fighting the 2018 election like the pandemic never happened. i think if both the ndp and liberals lose—and doug ford wins—we really need to ask them some hard questions.” watch: #onpoli #onelxn #ontarioelection2022,liberals,-0.04583333333333334,Negative
686,in hamilton-niagara there are 9 ridings. the races are all between the pcs and ndp. the libs do not have a chance. how many liberals will screw them over.,liberals,0.5,Positive
687,"yes the do, that is the difference between ndp supporters and liberals. they know politics. that is why they vote ndp. obviously you get millions of casuals for every party. but the majority of ppl that pay attention, are activists, etc. are disproportionately ndp or... greens.",ndp,0.0,Neutral
688,the pm and liberals did not get a majority they are been elected a minority government. that is the reason why he allied himself with ndp to be able to maintain in power until 2025. you are a total ignorant. 😬😂😂😂,liberals,0.25,Positive
689,sungh hurt horwaths and all ndp chances. no liberals ever and no one left to really vote for. i ruined my ballot,liberals,0.1,Positive
690,"this election has been decided by the press, the liberals got no air time , all ford and the ndp. even now the media doesn’t mention the liberals. what the fuck is going on?",liberals,-0.4,Negative
691,quite likely over the next few days both the ndp and liberals will become leaderless,liberals,-0.06666666666666667,Negative
692,yup! the two biggest parties in ontario and canada are conservatives and liberals. conservatives are equivalent to republicans. liberals are democrats. ndp is the third biggest party and are also very similar to democrats.,liberals,0.0,Neutral
693,so you don’t support the recent push by the liberals and ndp to legalize drugs?,liberals,0.0,Neutral
694,"liberals and ndp, did not have a chance. the others were not even in the running. pc are going to win. hopefully with a minority but not hopeful that will happen. ndp and liberals did not have a viable leader.",liberals,0.8,Positive
695,"imagine that. the parliament of canada voted democratically against a conservative ""wish"" and they are pissed off that liberals busy reconciling with sikasika nation. nothing for our children's environmental future nothing ndp, green for people not conservative oligarchs me!",conservatives,-0.05,Negative
696,not in any riding anywhere close to me. neck and neck for liberals and cons. ndp are barely at 6%.,liberals,0.05,Positive
697,"i will explain further: this is a riding where the ndp and liberal vote split will re-elect the incumbent pc, and the liberals had no real excuse to not actively campaign in a part of the neighborhood with 100s of voters. unless they were not trying to win, i suppose.",liberals,0.2208333333333334,Positive
698,it really should be of concern to everyone who much of this restricting has been done by ford's people. again this is a dude who runs from the dark and says as little as possible. and this is who the current leaders of the liberals and ndp cannot beat.,liberals,0.01041666666666667,Positive
699,and vote for the ndp and liberals for the same platform? nah vote #newblue,other_election_topics,0.0,Neutral
700,"i am going to vote for the pcs, fuck the liberals and the",liberals,-0.4,Negative
701,liberals and ndp are not only not perfect they are soulless politicians who sold their souls to the devil for .50 cents. diabolical in my mind.,liberals,-0.25,Negative
702,as knife attacks continue to skyrocket across the nation. trudeau his liberals and the ndp will now want to ban the sale of kitchen knives.,liberals,0.0,Neutral
703,i sure wish the liberals and the ndp had acted like it in the run up to their campaigns,liberals,0.5,Positive
704,don’t worry we can trust the ndp and liberals now though!,liberals,0.0,Neutral
705,"also commentary from , , , and , as well as he pcs' janet ecker, the ndp's , the liberals' and the greens' #onpoli",liberals,0.0,Neutral
706,"yes, the liberals and ndp had nothing. thank goodness they were not in charge for the 4 years.",liberals,0.0,Neutral
707,"that is not a pc issue, that is a failing of the liberals and the ndp to have anything for the table. the less said by the pc party and the better for an easy win. the liberal record was to big a hill to climb. plus trudeau is pissing everyone off.",liberals,0.3133333333333334,Positive
708,"i voted and it wasn’t for ford. honestly though, neither the ndp or the liberals excited me or i felt, deserved my vote.",liberals,0.4875,Positive
709,both the liberals and ndp will do better in the next election with a leadership change. the green’s have a very good leader that has increased the influence of the party.,liberals,0.3025,Positive
710,"if voter turnout is really only 33% in ontario that would be nothing short of a ford supermajority unless, it might already be game set match for both the liberals and ndp. people had them at around 20 seats each but both might get even less then that. (hoping i am wrong here)",liberals,-0.2133333333333333,Negative
711,this is on all the people that did not bother to vote...i hate ford..truly..ford has blood on his hands for all the deaths in ltc...i want liberals and ndp to block everything ford wants to pass....,liberals,-0.3,Negative
712,so you’re saying the liberals and ndp are the same party? or you don’t get it?,liberals,0.0,Neutral
713,lost opportunity by both the ndp and liberals to talk nonstop about ford low key gutting ohip. but del duca is deeply terrible and horwath is completely uninspiring (and has been around far too long). so now people in ontario won’t get cancer screening unless they can pay.,liberals,-0.1416666666666667,Negative
714,i live in kingston and i’m not voting ndp or liberals so there’s literally 0 point. just my opinion,liberals,0.1363636363636364,Positive
715,"what? if the liberals and ndp end up with a combined 40 to 50 seats, as the polls predict, it doesn’t matter what they have going on behind the scenes. they will be powerless. let’s be clear: by failing to cooperate before the election, they paved the way for a ford majority.",liberals,-0.2666666666666667,Negative
716,"imagine how bad you have to be, as an opposition party, to lose to that? seriously, it speaks volumes as to how bad the candidates from the liberals and ndp are.",liberals,-0.5777777777777776,Negative
717,"preserve and expand on it to include vision, hearing and dental health coverage! with luck the co-operative agreement between the ndp and liberals will get this done sometime in 2023! don’t forget that it has been conservatives that have stood in the way considering it as luxury!",liberals,0.0,Neutral
718,the liberals and the ndp have a lot of soul searching to do. their campaign managers and media/communications folks have a lot of soul searching to do. the people of ontario have a lot of soul searching to do.,liberals,0.0,Neutral
719,btw that poll where the li s and ndp have each other as there second choice only goes one way for the liberals. also this for the whole country and not for each riding which the results could be very different.,liberals,0.015,Positive
720,"no i am not joking, it is a minority government. there is an agreement but there is not a coalition. the ndp can decide not to vote with the liberals any time they want. do your homework and get back to me.",liberals,0.0,Neutral
721,"i do not think you understand how much our 2 party system sucks here in the us. and no the democratic party is not to the left of the ndp or liberals, idk where your getting that just factually wrong.",liberals,-0.15,Negative
722,he didn’t maintain the split. he hardly spoke about the ndp. andrea horvath did what she did last time and attacked both the liberals and the cons.,liberals,-0.1458333333333333,Negative
